,userId,artistId,artist,plays,gender,age,country,signupDate
14280878,d33f8cd8b6980755360684d9f292aa17ff75c17b,61cd6f2a-cdde-4f34-aacd-b992badcacba,new young pony club,2,m,,Sweden,"Sep 22, 2007"
10606032,9cf04fb8bf972ab9673de2237a037ac25e52d5ca,371a92b1-11a6-477b-afb1-9beb11d29550,la habitación roja,356,,28.0,Spain,"Oct 21, 2007"
1929564,1c8d2be4d0c47b9f4a6a900977712d7b46c7edac,960eb93f-e73c-4df8-864d-08a06c2dcc11,jerry cantrell,14,f,21.0,Poland,"Sep 26, 2008"
15066367,dedb159ddb4a41a7c0de6d432a0aeee48f6f445f,a4d05006-b09f-4a6b-8a6f-0ad67923a881,airija,18,f,24.0,Lithuania,"Jan 20, 2007"
13821376,cc777b9d0d976ec7cb4a37bc4a1b0df04a5fd979,45994334-1e7e-4fc2-a814-e069f28f59b3,the black box revelation,166,m,26.0,Belgium,"May 12, 2007"
9159401,879a2ddd6a3a84b73fbf61923de39dad65e87f7a,8d46311a-65b8-492a-b63f-fa03812d07ac,mimi maura,406,m,22.0,Mexico,"Nov 20, 2008"
10216469,97222b8bbd8344d998ac6430df142c42b3efdb4a,49018fd2-95ef-4f7e-92bb-813159909314,kate nash,51,m,26.0,Poland,"Jan 10, 2009"
7072385,68b20dcc6fddf2476e7c38d65f851b43f3de8bdf,6ae51665-8261-4ae5-883f-1899651ad31b,filter,311,m,24.0,United States,"Apr 11, 2006"
6801490,64b7f131b4de36959fc485b7b11c7c93fdf7021a,d6e65033-b56a-49df-8744-6fc3ffd75edd,boys like girls,11,,,Belgium,"Sep 6, 2008"
14153678,d15b06a11f40aebdb2c78aea5cea2e428970785b,1fa14a96-c25c-4bb7-b94d-ff453519eab3,ashley tisdale,15,m,18.0,Austria,"Oct 10, 2008"
15144738,dff6a519af8f7d9a85ef1557f5f658bfe0aca795,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,dj tiësto,531,m,26.0,United States,"Apr 22, 2005"
1382600,14690bee5ea09c1f4f1c731a588a9d6ecb9c386a,cbf11f81-f98d-458d-89e1-194b40ba5b60,orishas,40,f,21.0,Netherlands,"Oct 30, 2007"
2889983,2ac61b585aeec9f29867c9fb83ee586103d94238,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,u2,102,m,,Finland,"Jan 9, 2008"
4993558,4a03e7fda2824b7d3f94ea0d74481df279241e5f,e8374874-4178-4869-b92e-fef6bf30dc04,dropkick murphys,1142,m,24.0,Netherlands,"Jan 21, 2007"
6959162,670c4cb4762bb7c9f22f9722daefe22a18990e47,7acc6c97-2654-4ffa-945f-daeabaa8e5ae,ashes divide,8,m,33.0,Argentina,"Aug 21, 2007"
972018,0e5fe03f6434402eb27122260b579417968fc217,69ee3720-a7cb-4402-b48d-a02c366f2bcf,the cure,309,f,23.0,Spain,"Mar 23, 2006"
90729,014cb67df95cf2ee51f4cab4b2818cd0b6a2cf6d,663765ff-c8f7-42eb-93d0-1fe698732ca1,elvis hitler,273,m,,Russian Federation,"Jun 16, 2006"
16862796,f954bd4d6f429a44b537953d37cd22ddaedfc2a9,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,metallica,239,m,24.0,Hungary,"Jan 19, 2007"
1821134,1af90bc417912905194c86d01e376916f3e527ff,4da825c5-2cee-45d2-aed3-8ee1a045abd3,big bud,215,m,26.0,Czech Republic,"Jul 4, 2006"
11860688,afbafbce9b8b92fddbe866065027b5f8d42c2b72,db3c0a20-bf05-4b30-ac22-f294aea24172,aimee mann,137,m,41.0,United States,"Oct 26, 2007"
9016084,85748f4567eec0a998f7b6d717476228feb4d046,664c3e0e-42d8-48c1-b209-1efca19c0325,the national,35,m,,Sweden,"Apr 13, 2008"
13436916,c6e086872bf0c4be9afacf974c6938b1bf961f42,7286e960-1365-4747-8f57-56b00c4d54e9,second,292,m,,Spain,"May 15, 2007"
1042054,0f58763192ed22497d7b08868b6bdd9af59920fa,056e4f3e-d505-4dad-8ec1-d04f521cbb56,daft punk,26,m,,United Kingdom,"Apr 27, 2006"
547623,081a026b3b45e47538380ffa11ccb483437be763,3e55d51d-687f-4a9d-af96-2fabccf802e5,the cardigans,77,f,19.0,Sweden,"Nov 30, 2007"
5297869,4e959be5c766c2f5ba5b8e796fd71b48b896d4ee,866fb130-6c9d-4d3e-8c03-b75d36c0bf1a,firebug,649,m,22.0,United States,"Oct 27, 2006"
9858456,91df4c19d6c36e9c1e80f8f2691776ae04e30fd5,fb5ee67e-e31a-40cf-8b06-5f1a0f53529a,skream,54,m,20.0,United Kingdom,"Jan 21, 2006"
8031007,76f5eb5e377a1f57f2d22405b5bc38c8a5b1a1f3,00b952be-6c97-4880-84f9-06de584b491b,cancer bats,170,m,21.0,Canada,"Jan 9, 2008"
4651575,44c80873e49d9e2e822000ef31f0a8a2fd2d3624,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,bob marley,597,,,United Kingdom,"Mar 20, 2007"
15653882,e7bc22ea0c44debf264db815f5e9254e428886f4,c26486df-e776-4e0d-917f-d1b988d7e3b3,deadly avenger,60,m,23.0,Romania,"Aug 14, 2007"
2273713,21943c4ca429f6fa9a72cc68f914b2a6fe8c3bea,3797a6d0-7700-44bf-96fb-f44386bc9ab2,widespread panic,213,m,2.0,Sweden,"May 24, 2007"
9200607,8836746d7d4485d21785d2e3929bec85e5c15d20,e073f6af-d696-4340-b847-e81fabc4d55b,art tatum,993,,,United States,"Jun 18, 2005"
9773655,9099d54b271fb030789f249728fce79d6273c794,a9bfea30-6c6b-418a-84d6-b92ce2d85b92,coki,11,,5.0,Brazil,"Jan 19, 2009"
13543934,c86fecf9cad125ce269c87d1dd38f085ad0fc5fb,149e6720-4e4a-41a4-afca-6d29083fc091,bad religion,179,m,18.0,United States,"Feb 15, 2008"
8295114,7acd97cb91cb13ac1c8f9da302b782c0841c74dd,67f66c07-6e61-4026-ade5-7e782fad3a5d,foo fighters,68,m,18.0,Sweden,"Feb 9, 2008"
7158523,69f5f30eff5c92d66bec2bff0cbf55cb14d4eaab,3eb72791-6322-466b-87d3-24d74901eb2d,anna ternheim,113,m,,Norway,"Oct 30, 2007"
14973487,dd77e7817c3c403f9549381fc51f1e46b4e13200,acf6c776-d0f6-4239-b5a2-a45a613ffa52,the corrs,274,m,,New Zealand,"Jul 28, 2007"
4903503,48a3a56fe1bbadc775336c73d36ebbb63b6d59d5,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,the white stripes,43,m,32.0,Chile,"May 26, 2008"
807418,0bfac01f7a25cfdef15f8cb2b12d25cb9393319a,4ca783b7-5bf7-4348-b494-46680660050f,stone sour,67,m,22.0,Argentina,"Mar 21, 2008"
14395269,d4df01c59b0013a1ba07bb6ea468a0c39d716b3e,6fb8542b-1ddf-4a45-9c7f-57989eb0e1b0,jake one,37,m,21.0,Russian Federation,"Dec 5, 2008"
6613150,61e9e1e37537999951a49760f6e388f57efe5936,cf1573d6-b9e3-4e93-ae74-7c18886acf06,peter & gordon,1,,58.0,United States,"Oct 20, 2008"
11079044,a419d74b93f919a3daecaff11db8351a7b246679,a66ebddc-ff04-46b8-820a-15c63e80dba1,against me!,386,m,22.0,United States,"Oct 1, 2007"
12966729,c00c2a5304297395959302241e76c63fccf808bd,d4d17620-fd97-4574-92a8-a2cb7e72ce42,the verve,336,f,18.0,Romania,"Jul 26, 2008"
12408561,b7b7ba27e907ca0f05a0319d8c1b5c98434be6d3,39964eb9-3bf1-42c2-9cd6-b14079aef98c,gangsta boo,355,m,19.0,Russian Federation,"Sep 22, 2007"
6311786,5d7353c828e084486d0b23231df8e9898e862ff9,709b55e5-0286-4fda-bf7e-3aff1894554d,beginner,55,m,20.0,Germany,"Jul 15, 2008"
1195159,11ac3601cf6ee3a3dcbbb6e366fb2d44a2c39df5,2c1828a2-e46b-4ade-a6e9-065ca265d679,chris brown,13,m,20.0,Hungary,"Mar 17, 2008"
7518395,6f4debc9f01becea0161d774f0a65160e954f431,5d02f264-e225-41ff-83f7-d9b1f0b1874a,simon & garfunkel,40,m,,Sweden,"Feb 13, 2008"
14592645,d7d23db692506b207c906c3a846c916c17f0bc37,0cdb0359-5698-487d-9aae-a25fb4dcdc4d,clutch,786,m,22.0,Portugal,"Mar 22, 2007"
16385146,f253b8c45c75f2521b42f13cd3a1903807c2350d,ee2c4239-6a04-492a-a157-1382837962db,satan,107,m,,Romania,"Apr 19, 2009"
14132067,d10dba88041b1c305ad62536ae9bff455cb8a293,a11aacf5-fcbe-47f9-b065-75f4466c00ae,millencolin,70,m,22.0,Brazil,"Apr 7, 2008"
7145744,69c398493cabd01930cbadc489ff15ecadf40822,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0,pink,37,m,34.0,United Kingdom,"Mar 13, 2006"
7223316,6addb98b1e3ffec9a476ef32ef7bcda601b75cf1,72c536dc-7137-4477-a521-567eeb840fa8,bob dylan,60,m,18.0,Spain,"Dec 22, 2007"
3581034,351e0b8777c3a7fa8bda401cb64bd1fb4b094367,64b86e99-b6ec-4fb1-a5cd-f95482d3b57a,ellen allien & apparat,145,m,23.0,Netherlands,"Jan 9, 2008"
5609136,53220c37758793547bfec2070cb5c4bcbab204f5,d8354b38-e942-4c89-ba93-29323432abc3,30 seconds to mars,150,m,,Poland,"Nov 18, 2008"
1582479,17615184778dbe368c7b51133fb068e477b2c688,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,diana krall,96,m,26.0,France,"May 3, 2007"
16190473,ef8709b9411bcff200c58c4c06ba7aaaa521f3c5,6ae51665-8261-4ae5-883f-1899651ad31b,filter,33,,,Russian Federation,"Aug 3, 2008"
1304338,13402b331f236206f8d46c4c36bc713bb5d8c23c,95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,32,f,,Germany,"Nov 29, 2008"
14066631,d01bc226f312ef38115026bf21f42fe9fced4b23,69ee3720-a7cb-4402-b48d-a02c366f2bcf,the cure,1,m,30.0,Portugal,"Oct 31, 2008"
490323,07412775a136a078f1893087f213776df3df58e5,d6bd72bc-b1e2-4525-92aa-0f853cbb41bf,soundtrack,78,m,40.0,Italy,"Aug 25, 2008"
13130979,c270dd2e1327b67d3315082129bf43e6edf7919d,511c533d-d5f5-4b00-8bc8-b45344fca524,amy ray,17,m,,United States,"May 6, 2008"
12543901,b9cfa8a87f46f5fb17870857c7a7f378456718d5,299278d3-25dd-4f30-bae4-5b571c28034d,the postal service,23,m,22.0,Poland,"Oct 12, 2008"
15830868,ea43a9057eabfbd0e5bdd755301f363c2bb70999,de67cb81-4de5-4c8d-a27b-1f653a463850,the knux,22,m,23.0,United States,"Dec 4, 2007"
12267416,b5a8b7c140115bdf20bc9ebd74161c7f682fa2c4,24f8d8a5-269b-475c-a1cb-792990b0b2ee,rancid,162,m,17.0,Italy,"Feb 21, 2008"
9894636,92620c78ab0110caf4be8f0f00f6e976051d2f67,820efdc9-3ad8-4893-8172-c9f62ee53a59,ruiner,729,m,22.0,Ukraine,"Nov 18, 2008"
13058010,c163dac8c312b70f2d7fa1f33fa674fc6f34d11d,250504d4-eca1-4b23-bea6-db1dc7d2eaf9,desree,125,f,19.0,United Kingdom,"Oct 19, 2006"
1187721,118de5ad0262566ae06defb4002fd166d0001b56,533ee016-4a2d-40cd-9ae4-9e3923a63872,falkenbach,188,m,18.0,Russian Federation,"Jan 25, 2009"
11386843,a8c1c43031c2736e74e7ab214fbc5e2fec7426f6,ad73761f-c66d-4149-899d-21f56d1969a1,running wild,160,m,36.0,Spain,"Nov 5, 2008"
4936385,49272f4b245fc206b422340deac209f396b8aebd,23b58ea2-1cc3-468a-9e76-5027e196e851,cansei de ser sexy,100,m,25.0,Serbia,"Apr 20, 2008"
15778966,e98a97dcf65ae363b3b0ad77a18eb0e08fbaf177,ce028650-d901-4bc5-ac15-d05a66efddfe,coralie clément,21,m,40.0,Netherlands,"Jan 27, 2006"
9461142,8bf6291948d3e5d1392fa2aea6fbfa1305c24c74,80d1d7e0-fdab-4009-8375-54bd63d74c0e,yui,33,f,21.0,Russian Federation,"Oct 16, 2008"
11761021,ae40f50cff3877d9ce56290894668cb910780b0c,94f18045-7fe2-41df-bf24-0bed21c88eb8,one last wish,55,m,32.0,United States,"Feb 16, 2009"
17236602,fee81131f72da7cf93d2459057b145881acadc03,9efff43b-3b29-4082-824e-bc82f646f93d,the doors,60,f,22.0,United States,"Jul 12, 2006"
8947592,846efde141561a77977053964f9bbd6e4cc7881f,951d2103-9c7d-4849-ae60-88bf6aa4790b,kt tunstall,47,f,19.0,Hungary,"Aug 17, 2008"
2165155,1ff44025e83fae6d49dd4c47acf5b67a3c25dbeb,7113aab7-628f-4050-ae49-dbecac110ca8,ub40,13,m,,Slovenia,"Jan 26, 2008"
7249269,6b3e22b144c88703990aad23dc1ee80c1d0adb85,e1f1e33e-2e4c-4d43-b91b-7064068d3283,kiss,63,m,21.0,Chile,"Jan 21, 2009"
17095907,fcd3cd73a0905b1f78ebb15922ef02d40cbd86a1,eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,the academy is...,62,m,,United States,"Aug 29, 2008"
12447389,b84fcb7b540002a4ad90190052428f11e0f47c81,d85e95a3-07c7-4c04-a411-234290615113,the mission,23,m,,Antarctica,"Apr 6, 2007"
3051786,2d296505906b21baaf6f39c0749b87a3272fcf9d,73de46fe-fddb-4a7a-8b9f-05643a81e397,marc and the mambas,182,m,35.0,United Kingdom,"Jan 23, 2008"
1741261,19be68d36e207508160441befcf73d7933253758,487bfd74-71bf-46dd-b89c-80b7a0f06f2f,the hives,34,m,18.0,United States,"Oct 4, 2007"
1418792,14f13ace4ae1f31e9fcb1cac9a07a6c55ed2ee3b,6ff9f79b-e813-4ee2-8cd5-b46e8e1dad96,suie paparude,57,f,,Romania,"Nov 1, 2008"
6581337,6174f1aebf8b279e0831b94a85c5f070429f65f0,83c1abfd-352b-453a-9988-362dc802826c,stormlord,106,m,16.0,Finland,"Apr 7, 2007"
12859145,be733993bc86517c4cef2e7e55c66a111895f952,44f0cb8f-0a56-43fe-b361-294c94c4a67d,a.c. newman,78,f,24.0,France,"Apr 22, 2008"
10137052,95faaaeccca05c2617c1b2bafb5cd550ca20af73,9c9f1380-2516-4fc9-a3e6-f9f61941d090,muse,43,m,19.0,Poland,"May 31, 2008"
10081051,9526b1897c87f4355b8598d527acc5132f2c5f62,aa266ac7-d919-4132-982e-76cbd95591a7,collective soul,6,m,20.0,Germany,"Apr 11, 2007"
15507356,e586a2ac6d5ce2221b997f165d7d175ecf4f0e26,3b562407-2d7d-44fa-8025-4af79e48e725,l.a.o.s.,415,m,20.0,Romania,"Dec 21, 2008"
17032352,fbde6438c34ef03dd8f3d2bc5b4ddb79330b9954,83b9cbe7-9857-49e2-ab8e-b57b01038103,pearl jam,977,m,,Hungary,"Jul 26, 2006"
1541198,16c67d201236df6abdc2c863a243b6d8effcb745,c8c48b19-2e0b-43cb-8967-de771061c16f,nic jones,24,,,France,"Aug 7, 2007"
6559727,6126ccc81efc64eb56f3675fe14bcdca4c12ebbe,e74d6546-7d69-43aa-9580-51a80cd9ae54,pop will eat itself,615,m,24.0,Canada,"Feb 27, 2007"
6427482,5f3717cc72c937e98cf96fb2e1617c3a1a0a5aaf,48772747-4cda-4ba8-b470-cfd5a32e05f7,macy gray,12,,,Italy,"Oct 14, 2008"
913096,0d8b47b67697b0b7f0ca29f81681cfd69f37248e,6e64cbfa-1a60-450e-81f4-c044c868ab24,ensiferum,87,m,22.0,Finland,"Nov 30, 2007"
2285777,21c2662e2aa331aae06cb4a0fe31660649603196,76a2eaff-b6ad-483a-a427-d3a2aa3c4f8f,black sun empire,9,f,19.0,Romania,"Sep 26, 2008"
9022366,858dcd7617bfe2ba6b9df50c2bb0304704473a3e,c7732cf8-e9a1-46f1-9133-84d930f3187a,jedi mind tricks,855,,26.0,Croatia,"Jan 8, 2008"
613249,0914ba0cd92d3bc3203d07866a8b672590a51d92,9a20cd33-2391-4851-aa4b-28874447709e,julien neto,322,m,29.0,United States,"May 30, 2005"
11775139,ae77ac2dd6775eecb81e42aa2a213a47d9c5fee0,c14b4180-dc87-481e-b17a-64e4150f90f6,opeth,703,m,25.0,United Kingdom,"Aug 24, 2005"
1509291,164acc184670e67f4c060e3854066a7a9140c2b7,1bdd1d2d-5974-46e7-8003-2e2ee3176653,eppu normaali,18,m,,Sweden,"Jan 10, 2009"
7220117,6ad16f8b7f386642b87c56a912ea95d68f6795e4,1ded9645-9d48-40e9-9172-77d1851f0d28,on/off,12,f,16.0,Paraguay,"Jan 25, 2009"
4508027,42a9afc5e2e73350302899ac02cfc8f7ad9fd165,fc4af92a-1aa8-4f35-9aea-29b2ecbe0779,alexander oneal,343,m,37.0,Japan,"Nov 24, 2006"
12594136,ba8d40d18f20edd8d6882ee2ad2d2be002b93c42,4a4ee089-93b1-4470-af9a-6ff575d32704,the prodigy,15,m,24.0,Italy,"Jan 18, 2006"
3412519,32982c0afdc0520e65b6be9e5fe9e1435796f851,c07f0676-9143-4217-8a9f-4c26bd636f13,my chemical romance,254,m,15.0,Australia,"Aug 18, 2007"
14669076,d8ed58aebc432919bf051be75a65a496a9dba6ea,b2dbfc09-b332-408b-a235-1850e41971c5,bloodhound gang,167,m,21.0,Sweden,"May 30, 2006"
10278424,980d90613ceefef6ea176b05e32611a013c57974,f8a9a911-47de-49fe-ba96-7e5b5f08b7d0,duman,231,m,28.0,Turkey,"Jun 10, 2006"
6380084,5e76b56ffddbc235c6b69611213d35d041a09fd6,8777a849-fb4e-4430-9918-170f619c5286,bebel gilberto,158,m,43.0,Serbia,"Mar 5, 2008"
5346440,4f47f6aff166a3bfa5f1bd20f1e3afc12c63ce1b,d6bd72bc-b1e2-4525-92aa-0f853cbb41bf,soundtrack,323,f,22.0,Hungary,"Mar 26, 2009"
10561231,9c4822b3b2460ab03c1e2b21a3e17a4732b12498,d632ea04-3f32-4d09-8fed-185db9ba7cc8,daniel higiénico,236,m,,Spain,"Dec 26, 2007"
