userId	artistId	artist	plays	gender	age	country	signupDate
29618fd585085bc9317a6d9cebfe3bd9e035cb6d	11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5	the white stripes	0.26666666666666666	f	17.0	United States	2007-12-27
707db021de04bee27d267c791d221ee44a1c0d54	92e634a7-6023-4be8-be15-ebba822f5b34	maxïmo park	0.24646983311938384	m	16.0	Finland	2008-02-11
b6f710c1319038d92105205d1277e02f5a96ffb3	e5c7b94f-e264-473c-bb0f-37c85d4d5c70	belle and sebastian	0.27676240208877284			United States	2009-03-13
ca9b48e4d950eab68c6b1bded1453d7cf21098d9	24ea074c-59cc-41c5-a5de-f68c2952965f	paolo nutini	0.008995502248875561	m	18.0	United Kingdom	2008-06-02
65299e54d0fb4664b23164de59ffad69c1a3d17b	b476264b-dcdc-4cbf-bd40-9eddaf5a6942	longwave	0.21758664955070603	f	23.0	United States	2005-12-24
3ddaaadec6379e400dbd12c44e614e4c474f518c	a74b1b7f-71a5-4011-9441-d0b5e4122711	radiohead	0.2801358234295416	m	21.0	United States	2005-05-29
3fa1fc5ff41140081594f6da8a3fe2ccd7b401da	e99f6d62-f62b-4e1e-8593-33d5696d85f0	los bunkers	0.46576663452266154	f	21.0	Chile	2007-05-29
d9c2a1bd706d9b711a88dec94cad5f55a79ab469	328676f3-76ac-40df-b154-31e6f533286a	great white	0.045454545454545456	m	40.0	Spain	2008-07-01
2b4ddddb7c1ca38a9c4ea07788fc816ea64950fe	7527f6c2-d762-4b88-b5e2-9244f1e34c46	deftones	0.484149855907781	m	20.0	United States	2007-05-25
b33a3f348551aa882261b9e02aa5fbd32ca5f32a	32517f28-6d70-4cf7-b5b8-1eaf9329ccb8	deivos	0.12419239052404882	m	18.0	Canada	2006-06-07
4d87b137adf0f06526eb1d3310892087087e080d	eda489f6-afa5-46b0-a4f5-ad42e735dcad	stacie orrico	0.15912305516265912	m	19.0	Germany	2006-05-17
650526c0bffb1397f22586a04fbe661418c87258	2aa9cdd4-6337-4df0-bfb5-b2e9defad219	traband	0.026252983293556086	f	28.0	Poland	2007-12-14
5d8d2ecf31b98ddba4fc1c0ac734ddfa29d64d8a	67f66c07-6e61-4026-ade5-7e782fad3a5d	foo fighters	0.29011913104414855	m	30.0	Spain	2006-05-04
f56d7c7043bd592e083826c4daded81592e8994c	d700b3f5-45af-4d02-95ed-57d301bda93e	mogwai	0.18906605922551253	m	25.0	Canada	2006-08-22
5d77db412f235a4c017597c67e012ac40954dd86	ce7bba8b-026b-4aa6-bddb-f98ed6d595e4	napalm death	0.1102803738317757	m	22.0	United Kingdom	2005-11-07
3daa43a1be6f48a852c15f448e9c84c87fa95309	82283c8d-b0b2-4789-8622-7e34bc7b6122	1997	0.5602678571428571	m	24.0	United States	2007-10-17
d33f8cd8b6980755360684d9f292aa17ff75c17b	61cd6f2a-cdde-4f34-aacd-b992badcacba	new young pony club	0.002171552660152009	m		Sweden	2007-09-22
9cf04fb8bf972ab9673de2237a037ac25e52d5ca	371a92b1-11a6-477b-afb1-9beb11d29550	la habitación roja	0.3991031390134529		28.0	Spain	2007-10-21
1c8d2be4d0c47b9f4a6a900977712d7b46c7edac	960eb93f-e73c-4df8-864d-08a06c2dcc11	jerry cantrell	0.025408348457350273	f	21.0	Poland	2008-09-26
dedb159ddb4a41a7c0de6d432a0aeee48f6f445f	a4d05006-b09f-4a6b-8a6f-0ad67923a881	airija	0.015437392795883362	f	24.0	Lithuania	2007-01-20
cc777b9d0d976ec7cb4a37bc4a1b0df04a5fd979	45994334-1e7e-4fc2-a814-e069f28f59b3	the black box revelation	0.15749525616698293	m	26.0	Belgium	2007-05-12
879a2ddd6a3a84b73fbf61923de39dad65e87f7a	8d46311a-65b8-492a-b63f-fa03812d07ac	mimi maura	0.8185483870967742	m	22.0	Mexico	2008-11-20
97222b8bbd8344d998ac6430df142c42b3efdb4a	49018fd2-95ef-4f7e-92bb-813159909314	kate nash	0.1146067415730337	m	26.0	Poland	2009-01-10
68b20dcc6fddf2476e7c38d65f851b43f3de8bdf	6ae51665-8261-4ae5-883f-1899651ad31b	filter	0.21448275862068966	m	24.0	United States	2006-04-11
64b7f131b4de36959fc485b7b11c7c93fdf7021a	d6e65033-b56a-49df-8744-6fc3ffd75edd	boys like girls	0.01926444833625219			Belgium	2008-09-06
d15b06a11f40aebdb2c78aea5cea2e428970785b	1fa14a96-c25c-4bb7-b94d-ff453519eab3	ashley tisdale	0.027932960893854747	m	18.0	Austria	2008-10-10
dff6a519af8f7d9a85ef1557f5f658bfe0aca795	aabb1d9f-be12-45b3-a84d-a1fc3e8181fd	dj tiësto	0.2943458980044346	m	26.0	United States	2005-04-22
14690bee5ea09c1f4f1c731a588a9d6ecb9c386a	cbf11f81-f98d-458d-89e1-194b40ba5b60	orishas	0.045300113250283124	f	21.0	Netherlands	2007-10-30
2ac61b585aeec9f29867c9fb83ee586103d94238	a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432	u2	0.12561576354679804	m		Finland	2008-01-09
4a03e7fda2824b7d3f94ea0d74481df279241e5f	e8374874-4178-4869-b92e-fef6bf30dc04	dropkick murphys	0.9802575107296138	m	24.0	Netherlands	2007-01-21
670c4cb4762bb7c9f22f9722daefe22a18990e47	7acc6c97-2654-4ffa-945f-daeabaa8e5ae	ashes divide	0.008394543546694649	m	33.0	Argentina	2007-08-21
0e5fe03f6434402eb27122260b579417968fc217	69ee3720-a7cb-4402-b48d-a02c366f2bcf	the cure	0.21034717494894487	f	23.0	Spain	2006-03-23
014cb67df95cf2ee51f4cab4b2818cd0b6a2cf6d	663765ff-c8f7-42eb-93d0-1fe698732ca1	elvis hitler	0.1972543352601156	m		Russian Federation	2006-06-16
f954bd4d6f429a44b537953d37cd22ddaedfc2a9	65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab	metallica	0.20479862896315337	m	24.0	Hungary	2007-01-19
1af90bc417912905194c86d01e376916f3e527ff	4da825c5-2cee-45d2-aed3-8ee1a045abd3	big bud	0.15739385065885797	m	26.0	Czech Republic	2006-07-04
afbafbce9b8b92fddbe866065027b5f8d42c2b72	db3c0a20-bf05-4b30-ac22-f294aea24172	aimee mann	0.1544532130777903	m	41.0	United States	2007-10-26
85748f4567eec0a998f7b6d717476228feb4d046	664c3e0e-42d8-48c1-b209-1efca19c0325	the national	0.04881450488145049	m		Sweden	2008-04-13
c6e086872bf0c4be9afacf974c6938b1bf961f42	7286e960-1365-4747-8f57-56b00c4d54e9	second	0.27783063748810655	m		Spain	2007-05-15
0f58763192ed22497d7b08868b6bdd9af59920fa	056e4f3e-d505-4dad-8ec1-d04f521cbb56	daft punk	0.01813110181311018	m		United Kingdom	2006-04-27
081a026b3b45e47538380ffa11ccb483437be763	3e55d51d-687f-4a9d-af96-2fabccf802e5	the cardigans	0.0903755868544601	f	19.0	Sweden	2007-11-30
4e959be5c766c2f5ba5b8e796fd71b48b896d4ee	866fb130-6c9d-4d3e-8c03-b75d36c0bf1a	firebug	0.518784972022382	m	22.0	United States	2006-10-27
91df4c19d6c36e9c1e80f8f2691776ae04e30fd5	fb5ee67e-e31a-40cf-8b06-5f1a0f53529a	skream	0.03529411764705882	m	20.0	United Kingdom	2006-01-21
76f5eb5e377a1f57f2d22405b5bc38c8a5b1a1f3	00b952be-6c97-4880-84f9-06de584b491b	cancer bats	0.20935960591133004	m	21.0	Canada	2008-01-09
44c80873e49d9e2e822000ef31f0a8a2fd2d3624	ed2ac1e9-d51d-4eff-a2c2-85e81abd6360	bob marley	0.5392953929539296			United Kingdom	2007-03-20
e7bc22ea0c44debf264db815f5e9254e428886f4	c26486df-e776-4e0d-917f-d1b988d7e3b3	deadly avenger	0.0625	m	23.0	Romania	2007-08-14
21943c4ca429f6fa9a72cc68f914b2a6fe8c3bea	3797a6d0-7700-44bf-96fb-f44386bc9ab2	widespread panic	0.20441458733205375	m	2.0	Sweden	2007-05-24
8836746d7d4485d21785d2e3929bec85e5c15d20	e073f6af-d696-4340-b847-e81fabc4d55b	art tatum	0.5684029765311963			United States	2005-06-18
9099d54b271fb030789f249728fce79d6273c794	a9bfea30-6c6b-418a-84d6-b92ce2d85b92	coki	0.02522935779816514		5.0	Brazil	2009-01-19
c86fecf9cad125ce269c87d1dd38f085ad0fc5fb	149e6720-4e4a-41a4-afca-6d29083fc091	bad religion	0.23096774193548386	m	18.0	United States	2008-02-15
7acd97cb91cb13ac1c8f9da302b782c0841c74dd	67f66c07-6e61-4026-ade5-7e782fad3a5d	foo fighters	0.08706786171574904	m	18.0	Sweden	2008-02-09
69f5f30eff5c92d66bec2bff0cbf55cb14d4eaab	3eb72791-6322-466b-87d3-24d74901eb2d	anna ternheim	0.12797281993204984	m		Norway	2007-10-30
dd77e7817c3c403f9549381fc51f1e46b4e13200	acf6c776-d0f6-4239-b5a2-a45a613ffa52	the corrs	0.2804503582395087	m		New Zealand	2007-07-28
48a3a56fe1bbadc775336c73d36ebbb63b6d59d5	11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5	the white stripes	0.06379821958456973	m	32.0	Chile	2008-05-26
0bfac01f7a25cfdef15f8cb2b12d25cb9393319a	4ca783b7-5bf7-4348-b494-46680660050f	stone sour	0.09054054054054055	m	22.0	Argentina	2008-03-21
d4df01c59b0013a1ba07bb6ea468a0c39d716b3e	6fb8542b-1ddf-4a45-9c7f-57989eb0e1b0	jake one	0.07692307692307693	m	21.0	Russian Federation	2008-12-05
61e9e1e37537999951a49760f6e388f57efe5936	cf1573d6-b9e3-4e93-ae74-7c18886acf06	peter & gordon	0.0018975332068311196		58.0	United States	2008-10-20
a419d74b93f919a3daecaff11db8351a7b246679	a66ebddc-ff04-46b8-820a-15c63e80dba1	against me!	0.4232456140350877	m	22.0	United States	2007-10-01
c00c2a5304297395959302241e76c63fccf808bd	d4d17620-fd97-4574-92a8-a2cb7e72ce42	the verve	0.5481239804241436	f	18.0	Romania	2008-07-26
b7b7ba27e907ca0f05a0319d8c1b5c98434be6d3	39964eb9-3bf1-42c2-9cd6-b14079aef98c	gangsta boo	0.38545059717698155	m	19.0	Russian Federation	2007-09-22
5d7353c828e084486d0b23231df8e9898e862ff9	709b55e5-0286-4fda-bf7e-3aff1894554d	beginner	0.08814102564102565	m	20.0	Germany	2008-07-15
11ac3601cf6ee3a3dcbbb6e366fb2d44a2c39df5	2c1828a2-e46b-4ade-a6e9-065ca265d679	chris brown	0.01747311827956989	m	20.0	Hungary	2008-03-17
6f4debc9f01becea0161d774f0a65160e954f431	5d02f264-e225-41ff-83f7-d9b1f0b1874a	simon & garfunkel	0.05148005148005148	m		Sweden	2008-02-13
d7d23db692506b207c906c3a846c916c17f0bc37	0cdb0359-5698-487d-9aae-a25fb4dcdc4d	clutch	0.7113122171945702	m	22.0	Portugal	2007-03-22
f253b8c45c75f2521b42f13cd3a1903807c2350d	ee2c4239-6a04-492a-a157-1382837962db	satan	0.3092485549132948	m		Romania	2009-04-19
d10dba88041b1c305ad62536ae9bff455cb8a293	a11aacf5-fcbe-47f9-b065-75f4466c00ae	millencolin	0.09681881051175657	m	22.0	Brazil	2008-04-07
69c398493cabd01930cbadc489ff15ecadf40822	8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0	pink	0.025016903313049357	m	34.0	United Kingdom	2006-03-13
6addb98b1e3ffec9a476ef32ef7bcda601b75cf1	72c536dc-7137-4477-a521-567eeb840fa8	bob dylan	0.07228915662650602	m	18.0	Spain	2007-12-22
351e0b8777c3a7fa8bda401cb64bd1fb4b094367	64b86e99-b6ec-4fb1-a5cd-f95482d3b57a	ellen allien & apparat	0.17857142857142858	m	23.0	Netherlands	2008-01-09
53220c37758793547bfec2070cb5c4bcbab204f5	d8354b38-e942-4c89-ba93-29323432abc3	30 seconds to mars	0.30120481927710846	m		Poland	2008-11-18
17615184778dbe368c7b51133fb068e477b2c688	67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98	diana krall	0.09031044214487301	m	26.0	France	2007-05-03
ef8709b9411bcff200c58c4c06ba7aaaa521f3c5	6ae51665-8261-4ae5-883f-1899651ad31b	filter	0.05454545454545454			Russian Federation	2008-08-03
13402b331f236206f8d46c4c36bc713bb5d8c23c	95e1ead9-4d31-4808-a7ac-32c3614c116b	the killers	0.06570841889117043	f		Germany	2008-11-29
d01bc226f312ef38115026bf21f42fe9fced4b23	69ee3720-a7cb-4402-b48d-a02c366f2bcf	the cure	0.001937984496124031	m	30.0	Portugal	2008-10-31
07412775a136a078f1893087f213776df3df58e5	d6bd72bc-b1e2-4525-92aa-0f853cbb41bf	soundtrack	0.13379073756432247	m	40.0	Italy	2008-08-25
c270dd2e1327b67d3315082129bf43e6edf7919d	511c533d-d5f5-4b00-8bc8-b45344fca524	amy ray	0.024495677233429394	m		United States	2008-05-06
b9cfa8a87f46f5fb17870857c7a7f378456718d5	299278d3-25dd-4f30-bae4-5b571c28034d	the postal service	0.04299065420560748	m	22.0	Poland	2008-10-12
ea43a9057eabfbd0e5bdd755301f363c2bb70999	de67cb81-4de5-4c8d-a27b-1f653a463850	the knux	0.025943396226415096	m	23.0	United States	2007-12-04
b5a8b7c140115bdf20bc9ebd74161c7f682fa2c4	24f8d8a5-269b-475c-a1cb-792990b0b2ee	rancid	0.2106631989596879	m	17.0	Italy	2008-02-21
92620c78ab0110caf4be8f0f00f6e976051d2f67	820efdc9-3ad8-4893-8172-c9f62ee53a59	ruiner	1.463855421686747	m	22.0	Ukraine	2008-11-18
c163dac8c312b70f2d7fa1f33fa674fc6f34d11d	250504d4-eca1-4b23-bea6-db1dc7d2eaf9	desree	0.09928514694201747	f	19.0	United Kingdom	2006-10-19
118de5ad0262566ae06defb4002fd166d0001b56	533ee016-4a2d-40cd-9ae4-9e3923a63872	falkenbach	0.4372093023255814	m	18.0	Russian Federation	2009-01-25
a8c1c43031c2736e74e7ab214fbc5e2fec7426f6	ad73761f-c66d-4149-899d-21f56d1969a1	running wild	0.3131115459882583	m	36.0	Spain	2008-11-05
49272f4b245fc206b422340deac209f396b8aebd	23b58ea2-1cc3-468a-9e76-5027e196e851	cansei de ser sexy	0.14084507042253522	m	25.0	Serbia	2008-04-20
e98a97dcf65ae363b3b0ad77a18eb0e08fbaf177	ce028650-d901-4bc5-ac15-d05a66efddfe	coralie clément	0.013779527559055118	m	40.0	Netherlands	2006-01-27
8bf6291948d3e5d1392fa2aea6fbfa1305c24c74	80d1d7e0-fdab-4009-8375-54bd63d74c0e	yui	0.062146892655367235	f	21.0	Russian Federation	2008-10-16
ae40f50cff3877d9ce56290894668cb910780b0c	94f18045-7fe2-41df-bf24-0bed21c88eb8	one last wish	0.13480392156862744	m	32.0	United States	2009-02-16
fee81131f72da7cf93d2459057b145881acadc03	9efff43b-3b29-4082-824e-bc82f646f93d	the doors	0.044182621502209134	f	22.0	United States	2006-07-12
846efde141561a77977053964f9bbd6e4cc7881f	951d2103-9c7d-4849-ae60-88bf6aa4790b	kt tunstall	0.07952622673434856	f	19.0	Hungary	2008-08-17
1ff44025e83fae6d49dd4c47acf5b67a3c25dbeb	7113aab7-628f-4050-ae49-dbecac110ca8	ub40	0.016352201257861635	m		Slovenia	2008-01-26
6b3e22b144c88703990aad23dc1ee80c1d0adb85	e1f1e33e-2e4c-4d43-b91b-7064068d3283	kiss	0.14516129032258066	m	21.0	Chile	2009-01-21
fcd3cd73a0905b1f78ebb15922ef02d40cbd86a1	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	the academy is...	0.1070811744386874	m		United States	2008-08-29
b84fcb7b540002a4ad90190052428f11e0f47c81	d85e95a3-07c7-4c04-a411-234290615113	the mission	0.02110091743119266	m		Antarctica	2007-04-06
2d296505906b21baaf6f39c0749b87a3272fcf9d	73de46fe-fddb-4a7a-8b9f-05643a81e397	marc and the mambas	0.22807017543859648	m	35.0	United Kingdom	2008-01-23
19be68d36e207508160441befcf73d7933253758	487bfd74-71bf-46dd-b89c-80b7a0f06f2f	the hives	0.0374037403740374	m	18.0	United States	2007-10-04
14f13ace4ae1f31e9fcb1cac9a07a6c55ed2ee3b	6ff9f79b-e813-4ee2-8cd5-b46e8e1dad96	suie paparude	0.11067961165048544	f		Romania	2008-11-01
6174f1aebf8b279e0831b94a85c5f070429f65f0	83c1abfd-352b-453a-9988-362dc802826c	stormlord	0.09733700642791551	m	16.0	Finland	2007-04-07
be733993bc86517c4cef2e7e55c66a111895f952	44f0cb8f-0a56-43fe-b361-294c94c4a67d	a.c. newman	0.11016949152542373	f	24.0	France	2008-04-22
95faaaeccca05c2617c1b2bafb5cd550ca20af73	9c9f1380-2516-4fc9-a3e6-f9f61941d090	muse	0.06427503736920777	m	19.0	Poland	2008-05-31
9526b1897c87f4355b8598d527acc5132f2c5f62	aa266ac7-d919-4132-982e-76cbd95591a7	collective soul	0.005529953917050691	m	20.0	Germany	2007-04-11
e586a2ac6d5ce2221b997f165d7d175ecf4f0e26	3b562407-2d7d-44fa-8025-4af79e48e725	l.a.o.s.	0.8924731182795699	m	20.0	Romania	2008-12-21
fbde6438c34ef03dd8f3d2bc5b4ddb79330b9954	83b9cbe7-9857-49e2-ab8e-b57b01038103	pearl jam	0.7269345238095238	m		Hungary	2006-07-26
16c67d201236df6abdc2c863a243b6d8effcb745	c8c48b19-2e0b-43cb-8967-de771061c16f	nic jones	0.02481902792140641			France	2007-08-07
6126ccc81efc64eb56f3675fe14bcdca4c12ebbe	e74d6546-7d69-43aa-9580-51a80cd9ae54	pop will eat itself	0.5452127659574468	m	24.0	Canada	2007-02-27
5f3717cc72c937e98cf96fb2e1617c3a1a0a5aaf	48772747-4cda-4ba8-b470-cfd5a32e05f7	macy gray	0.0225140712945591			Italy	2008-10-14
0d8b47b67697b0b7f0ca29f81681cfd69f37248e	6e64cbfa-1a60-450e-81f4-c044c868ab24	ensiferum	0.10211267605633803	m	22.0	Finland	2007-11-30
21c2662e2aa331aae06cb4a0fe31660649603196	76a2eaff-b6ad-483a-a427-d3a2aa3c4f8f	black sun empire	0.016333938294010888	f	19.0	Romania	2008-09-26
858dcd7617bfe2ba6b9df50c2bb0304704473a3e	c7732cf8-e9a1-46f1-9133-84d930f3187a	jedi mind tricks	1.051660516605166		26.0	Croatia	2008-01-08
0914ba0cd92d3bc3203d07866a8b672590a51d92	9a20cd33-2391-4851-aa4b-28874447709e	julien neto	0.1823329558323896	m	29.0	United States	2005-05-30
ae77ac2dd6775eecb81e42aa2a213a47d9c5fee0	c14b4180-dc87-481e-b17a-64e4150f90f6	opeth	0.41845238095238096	m	25.0	United Kingdom	2005-08-24
164acc184670e67f4c060e3854066a7a9140c2b7	1bdd1d2d-5974-46e7-8003-2e2ee3176653	eppu normaali	0.04044943820224719	m		Sweden	2009-01-10
6ad16f8b7f386642b87c56a912ea95d68f6795e4	1ded9645-9d48-40e9-9172-77d1851f0d28	on/off	0.027906976744186046	f	16.0	Paraguay	2009-01-25
42a9afc5e2e73350302899ac02cfc8f7ad9fd165	fc4af92a-1aa8-4f35-9aea-29b2ecbe0779	alexander oneal	0.2804578904333606	m	37.0	Japan	2006-11-24
ba8d40d18f20edd8d6882ee2ad2d2be002b93c42	4a4ee089-93b1-4470-af9a-6ff575d32704	the prodigy	0.009784735812133072	m	24.0	Italy	2006-01-18
32982c0afdc0520e65b6be9e5fe9e1435796f851	c07f0676-9143-4217-8a9f-4c26bd636f13	my chemical romance	0.26569037656903766	m	15.0	Australia	2007-08-18
d8ed58aebc432919bf051be75a65a496a9dba6ea	b2dbfc09-b332-408b-a235-1850e41971c5	bloodhound gang	0.1192005710206995	m	21.0	Sweden	2006-05-30
980d90613ceefef6ea176b05e32611a013c57974	f8a9a911-47de-49fe-ba96-7e5b5f08b7d0	duman	0.16618705035971224	m	28.0	Turkey	2006-06-10
5e76b56ffddbc235c6b69611213d35d041a09fd6	8777a849-fb4e-4430-9918-170f619c5286	bebel gilberto	0.20899470899470898	m	43.0	Serbia	2008-03-05
4f47f6aff166a3bfa5f1bd20f1e3afc12c63ce1b	d6bd72bc-b1e2-4525-92aa-0f853cbb41bf	soundtrack	0.8729729729729729	f	22.0	Hungary	2009-03-26
9c4822b3b2460ab03c1e2b21a3e17a4732b12498	d632ea04-3f32-4d09-8fed-185db9ba7cc8	daniel higiénico	0.2857142857142857	m		Spain	2007-12-26
27751b42d5b1286b83bd0f0339784cc972411348	9ace62fe-7329-450f-b4a9-0dd7edd9b7b8	sacred spirit	0.022254475084663765	m		United Kingdom	2004-08-02
b070f8ac88d2d4a4af007b7b02631cfc5f289fd5	97aa65d7-6f3c-45ca-8fc7-6fcfbd6b6eba	firma	0.15346534653465346	m	20.0	Poland	2008-01-13
51c4d1172c36a130f20627124b82925f60adeaa6	7c230e21-2683-4ccc-9f58-ad0868a665d1	meie mees	0.15525876460767946	f		Estonia	2008-08-09
946432bfde725bbd486206258ea01df90d52b38f	69c4cc43-8163-41c5-ac81-30946d27bb69	cunninlynguists	0.08538587848932677	m		United States	2008-07-30
